wav_id,발화문,상황
,요즘처럼 편안한 기분이 드는 순간이 인생에 없었던 것 같아!,peace
,이번 주말에 대학교 선배와 만나기로 했어. 벌써 기대된다.,peace
,내가 지금은 아프지만 내 곁에 가족이 있다는 것을 생각하면 마음이 편해.,peace
,나와 함께 성장해 가는 회사를 체감할 때면 기분이 좋아져.,peace
,오늘 기분 좋은 약속이 잡혀 집에 늦게 들어가려고.,peace
,이번 프로젝트 성공적이었다고 사장님께 격려금 받았어. 너무 기분 좋아.,peace
,내 아기가 자는 모습을 보니 마음이 평온해져.,peace
,우리 딸이 한글 배우기 너무 싫대.,peace
,오늘 성적 때문에 기분이 우울했는데 엄마 얼굴도 보고 목소리도 들었더니 편안해졌어.,peace
,나 요즘 매일 헬스장에 가서 운동 열심히 했더니 피곤한 줄 모르겠어.,peace
,나는 약을 매일 한 움큼씩 먹고 사네.,peace
,한껏 꾸미고 즐기는 젊은 사람들을 보니까 옛날의 내 모습이 생각이 나.,peace
,친구와 정치 이야기를 하다가 말다툼을 해서 속상해.,peace
,딸의 귀가 시간 문제로 어제 말다툼이 있었어. 딸이 아직도 연락을 안 받네.,peace
,나이 들어서 이렇게 여행 다니는 삶을 살 수 있어서 정말 좋아.,peace
,회사에서 오늘부터 복지 카드가 나온대. 신난다.,peace
,우리 회사는 정말 사내 분위기가  좋아.,peace
,대인 관계에 느긋해.,peace
,다시 취업해서 안정적인 수입이 생긴 것이 기뻐.,peace
,이미 그녀도 나를 좋아해서 편하게 고백할 수 있었어.,peace
,건강 검진을 받아도 경제적으로 여유로워 마음이 편해.,peace
,내 친구들이 진짜 착하고 너무 좋은 덕분에 학교생활이 더 재미있는 것 같아서 만족스러워.,peace
,새로운 여자친구를 사귀었는데 진짜 마음에 들어.,peace
,이제 취업하고 나니까 마음이 너무 편안한 거 있지.,peace
,아무리 생각해도 친구 할머니랑 나는 나이가 비슷해서 그런지 너무 잘 맞는 것 같아. ,peace
,노년의 연애가 나를 더욱 건강하게 만드는 것 같아서 기뻐.,peace
,오늘 함께 영화 보러 갔던 거 너무 좋았어.,peace
,내가 원하는 곳으로 부서를 옮기자 훨씬 생산적인 일을 하는 것 같아.,peace
,나는 노후준비를 열심히 해 둬서 은퇴가 걱정이 안 돼.,peace
,만성 질환은 악화되지만 않으면 관리하며 오래오래 지낼 수 있어.,peace
,은퇴하고 어디 아픈 것도 없어.,peace
,해외에서 친척들이 서울에 왔어. 남편은 빨리 만나고 싶어 하지만 나는 주말에나 만나려고.,peace
,내 친구가 얼마 전에 딸을 낳아서 보러 갔는데 애가 너무 귀엽더라.,peace
,사람들은 내 건강에 걱정하면서 안쓰러워하는데 나는 사실 아무렇지도 않아.,peace
,아내와 아들 그리고 나와 딸이 팀을 나누어 저녁식사 내기 배드민턴을 하는 중인데 행복해.,peace
,오빠가 결국에는 나한테 항복할거야.,peace
,내가 전에 암에 걸렸을 때 손자에게 공무원에 합격하라고 했던 것을 기억했는지 손자가 공무원에 합격했다고 찾아왔어.,peace
,오늘은 야근이 없어서 좋았어.,peace
,회사에서 드디어 내 연봉을 인상해줬어. 이제야 회사 생활이 풀리는 것 같아.,peace
,출근 첫날 선배가 자기를 너무 어렵게 생각하지 않아도 된다고 말해 줬어.,peace
,내가 꿈꾸던 학교에 입학하게 되어서 너무 행복해.,peace
,결혼하고 내 집을 갖게 되는 일이 이렇게 행복한 일인 줄 몰랐어.,peace
,빵집을 열 수 있을 만큼의 돈이 모여서 퇴직했어.,peace
,원하는 대학에 합격했어!,peace
,지금처럼만 지낸다면 은퇴하더라도 노후는 문제없겠어.,peace
,휴일은 가족과 함께할 수 있어 참 좋아.,peace
,자식들은 다 키워서 가정을 이루고 살고 아내와 나도 아픈 곳 없이 건강하니까 느긋해.,peace
,언니 추천으로 뮤지컬 보고 왔는데 생각보다 너무 재미있어서 기분이 좋았어.,peace
,어제 여자친구 만나고 왔어.,peace
,예습을 해왔더니 수업 시간에 급하게 따라갈 필요가 없어서 좋았어.,peace
,오늘 여자친구랑 데이트하기로 해서 무슨 옷을 입을지 벌써부터 고민돼.,peace
,이제 그 친구가 나를 때리지 않게 됐어.,peace
,최근 사는게 만족스러워.,peace
,결혼한 친구의 도움으로 어렵지 않게 결혼 준비를 끝낼 수 있어서 기뻤어.,peace
,나를 좋아하는 마음은 확인했으니 나에게 올 때까지 기다려 줄 거야.,peace
,이제 슬슬 친구 동료 가족 간의 관계가 자리 잡힌 것 같아. 마음이 편해.,peace
,좋은 성적을 얻고 싶어서 열심히 공부했는데 가면 갈수록 성적이 오르고 있어. 너무 뿌듯해.,peace
,간호사가 보호자가 없는 나를 잘 챙겨줘서 너무 편안하고 기뻐.,peace
,내가 병이 있어서 아내한테 옮을까 걱정했는데 옮지는 않는다네.,peace
,어쩜 좋아! 가장 친한 친구가 내년에 결혼한대!,peace
,은행 저축 만기가 이제 일 년 남았는데 너무 기뻐.,peace
,이번에 좋은 제안이 들어와서 이직하게 될 거 같아.,peace
,난 지금 이 상태가 제일 좋아.,peace
,의사가 내 우울증의 원인이 다른 사람의 시선 의식이라기에 그러지 않으려고.,peace
,당뇨를 앓고 있는 나에게 교회 사람들이 늘 도움을 줘.,peace
,돈을 빌려 간 옆집 영감이 꾸준히 돈을 갚고 있어. 그래서 기뻐.,peace
,이제 나이도 나이인 만큼 은퇴를 해 볼까 해.,peace
,아빠가 이번엔 용돈을 생각보다 많이 주셔서 기분이 좋아.,peace
,오십 대에 노후준비를 끝마치니 만족스러워.,peace
,어제 건강검진을 받았는데 그전에 있던 질환이 좀 나아졌다는구나. 이제 은퇴도 얼마 안 남았고 하니 남은 인생은 편안하게 주변 사람들 챙기며 살고 싶다. 어떻게 생각해?,peace
,아내와 함께 건강을 위해 밀가루를 섭취하지 않고 있는데 그 이후로 속이 항상 편해.,peace
,목 디스크로 통증이 지속되어 병원을 찾았는데 경험 많은 전문의사에게 치료를 받게 되어서 다행이야.,peace
,이제 많이 늙었는데 새로 생긴 애인이 내 건강을 잘 챙겨줘서 기쁘네.,peace
,고혈압 치료비가 필요한데 보험금이 나온대.,peace
,방학 때 예습을 했더니 요즘 고등학교 수업이 쉽게 느껴져. 수업 듣기 참 편하다.,peace
,입원을 해야 하는데 돈 걱정부터 났는데 남편이 나보고 돈 있으니 걱정 말라고 하더라.,peace
,드디어 대학 합격 결과가 나왔어. 그동안 마음 졸였는데 너무 다행이야.,peace
,전과 달리 이젠 퇴근하면 나를 기다려주는 아내랑 두 아이가 있어서 행복해.,peace
,이 동네의 내 또래 노인들은 다 성격이 유쾌해서 지내기가 너무 좋은 거 같아.,peace
,오늘 부모님께 좋은 식당에서 음식을 대접하기로 했어. 기대된다.,peace
,내일 고등학교 친구들이랑 만나기로 했어. 오랜만에 만나지만 편안한 마음이 들어.,peace
,김 사장이 사업을 제안했는데 투자하면 본전 이상을 뽑을 수 있을 거 같아.,peace
,나 요즘 행복해.,peace
,요즘 우울증이 좋아져서 남편과도 안 싸우고 잘 지내는 것 같아. 우울증 치료 받길 잘한 것 같아.,peace
,요즘 아이들이 행복한 것 같아서 다행이야.,peace
,아내가 나에게 내가 당뇨병인데도 내 친구들보다 내가 훨씬 젊어 보인대.,peace
,나는 정말 신혼 생활이 즐거워.,peace
,드디어 취업에 성공해서 정말 기뻐. 더는 취업 준비를 하지 않아도 돼.,peace
,경제적으로 여유 있어 아픈 것만 빼면 삶이 너무 즐거워.,peace
,다른 회사는 너무 보수적인 체계 방식으로 근무를 하는 것 같아.,peace
,나이가 많아지니 대인관계 경험이 쌓이며 여유가 생기고 느긋해졌어.,peace
,동호회에서 새로운 친구들을 사귀었는데 너무 잘 맞아!,peace
,부모님께서 항상 나의 고민을 잘 들어주시기 때문에 학교생활의 어려움도 문제없어.,peace
,회사에서 우리 팀 분위기가 매우 좋아. 서로 돕고 격려해줘.,peace
,막내아들이 내 허리 수술비용을 내주었는데 쓴소리를 하지 않네. 너무 기특해.,peace
,오늘 성적표가 나왔는데 점수가 높아서 너무 만족스러워.,peace
,코로나 사태로 학교를 잘  못 가서 늘 집에 혼자 있다가 주말에 가족들과 함께 있으니까 행복해.,peace
,나는 우리 아빠가 너무 좋아.,peace
,졸업 작품도 잘 마무리되고 취업도 금방 됐어. 이 모든 게 도움을 주신 교수님 덕분인 것 같아.,peace
,나 드디어 임신에 성공했어. 너무 기쁘고 만족스러워.,peace
,아침에 매일 한 시간씩 조깅을 하고 난 뒤 체력도 많이 좋아지고 활력이 생겨서 기뻐.,peace
,가족들이 다들 운전하니까 늘 편안하게 여행 다닐 수 있어서 너무 행복해.,peace
,내가 요양원에 가더라도 자식들은 자주 찾아올 거야. 내가 자식은 정말 잘 키운 것 같아.,peace
,난 우리 집 재정 상태에 만족스러워.,peace
,오늘 경찰서에서 연락을 받았어. 내 돈을 훔쳐 간 도둑을 잡았다더군.,peace
,노인정에서 알게 된 사람들이 요통에 좋은 찜질 방법을 알려주어 많이 편안해졌어.,peace
,나는 이 나이 먹고서도 연애해 본 적이 한 번도 없어.,peace
,내가 도움을 드린 적 있는 사장님이 이제는 나에게 도움을 주셔. 그래서 주머니 사정이 조금 편해졌어.,peace
,얼마 만에 느끼는 여유인지 너무 너무 행복해.,peace
,난 삼겹살이 너무 좋아.,peace
,친구 집에서 너무 편하게 지내다 왔어.,peace
,중학생인 나는 우리 가족관계가 너무 만족스러워.,peace
,난 계 모임 친구들과 있으면 오랫동안 알고 지낸 친구들과 있는 느낌이야.,peace
,나는 죽음이 두렵지 않아.,peace
,우리 부모님은 학교에서 누가 나를 괴롭힐 때 마다 직접 나서서 해결해주셔.,peace
,공부를 다 해뒀더니 시험 걱정도 안되고 편안하네.,peace
,일을 하며 병을 얻었지만 통장의 돈을 보면 일한 보람도 있고 편안한 노후를 생각하면 기뻐.,peace
,오랜 친구를 만났어.,peace
,오늘 회사 면접 준비를 미리 끝내고 느긋한 마음으로 면접장으로 갔어.,peace
,난 앞으로의 내 삶을 생각하고 싶지 않아. 그냥 세월 흘러가는 대로 느긋하게 지낼 거야.,peace
,아이들의 결혼 자금을 충당했는데도 노후 자금이 넉넉해서 좋아.,peace
,정년퇴직하고나니 만성질환으로 고생하고 있어.,peace
,아이들을 학교에 보내고 남편과 영화를 보러 왔어. 너무 느긋하고 좋다.,peace
,새롭게 들어간 대학교 동아리에서 친구들을 많이 만들어서 아주 만족스러워.,peace
,언니와 오빠가 오늘 생일이라고 용돈도 주고 선물도 줬어.,peace
,나이가 들면 들수록 가족이 최고라는 생각이 들어.,peace
,나에게도 돈이 있지만 혹시 부족하면 도움을 줄 딸들이 있어 다행이야.,peace
,유학 생활 중인데 여기 현지 사람들이랑 좀 친해져서 여유가 생기네.,peace
,결혼하고 나서 마음이 편안해졌어.,peace
,오늘 정말 보람찬 하루였어.,peace
,나는 많은 돈을 버는 것보다 내가 살린 사람들이 내게 감사해하는 모습을 보는 게 뿌듯하고 기뻐.,peace
,입사한 지 오 년이 지나서 그런지 입사 때보다 일 처리가 속도가 훨씬 여유로워졌어.,peace
,엄마 생신이라 현금을 선물했는데 너무 좋아하셔서 만족스러워.,peace
,난 사람들에 휘둘리지 않아서 항상 편안한 편이야.,peace
,젊을 때 저축한 덕분에 지금 병원비 걱정 없이 치료받고 있어. 감사해.,peace
,결혼한 지 삼 년 만에 드디어 좋은 소식을 얻게 되었네.,peace
,아내와 같이 건강 검진을 받았는데 아무 이상 없이 건강하다고 해서 만족하고 있어.,peace
,나이가 들다 보니 언젠가부터 편안하고 평화로운 죽음에 대해서 생각하게 되었어.,peace
,이제 학교에서 나를 따돌리지 않아서 편안해졌어.,peace
,드디어 친구의 퇴학이 결정되었어. 이제 괴롭힘은 없어지겠지.,peace
,나 대기업에 취직했어.,peace
,나는 여태까지 꽤 힘들게 살아왔어. 이제 쉬어도 되겠지?,peace
,이번에 대기업에 취직해서 기분 좋다. 아주 만족스러워.,peace
,은퇴한 나에게 경제적으로나 심리적으로 남편이 든든히 있어줘서 기뻐.,peace
,유능한 의사 선생님께 수술을 받게 되었어. 정말 기뻐!,peace
,노년에 경제력이 중요한지 이제야 알았어. 다행이야.,peace
,친구가 돈을 빌려달라고 부탁해서 고민이야.,peace
,요즘 건강이 참 중요하다는 생각이 들어.,peace
,최근에 친구 두 명을 사귀었는데 나랑 마음이 잘 통해서 영희를 마음껏 괴롭히고 있어.,peace
,노후를 생각해서 업종을 바꿔 이직했는데 적성에 잘 맞아. 정말 다행이야.,peace
,이 등과 점수 차이가 크게 나는 걸 보니 안심해도 될 것 같아.,peace
,은퇴 후 사회적으로 도움이 될 만한 모임을 찾는 중이야.,peace
,난 대인관계에 느긋한 편이야.,peace
,오늘 대표님에게 좋은 인상을 남긴 것 같아.,peace
,주변의 친구들도 이제 다들 결혼하네.,peace
,우리 반에서 내가 따돌림을 당하고 있는 것 같아.,peace
,요즘엔 확실히 예전하고는 나이 세는 방법이 달라진 것 같아.,peace
,이전에는 많이 다투기도 다퉜지만 이제는 친구들 사이에 끈끈한 우정이 생겼어.,peace
,출산할 때 혼자는 두려워서 고민했는데 남편이랑 엄마가 곁에 있어 준대. 마음이 놓여.,peace
,작은 건물을 하나 가진 게 이렇게 든든할 줄이야.,peace
,전 회사랑 다르게 이 회사는 집과 가까운 편이야. 느긋하게 출근할 수 있을 것 같아.,peace
,오늘 아내가 오랜 지병을 완치하여 퇴원하고 오랜만에 걱정 없이 잠을 푹 잤어.,peace
,엄마랑 성적으로 내기했는데 내가 그 이상으로 잘해내서 지금 외식하러 갈 예정이야.,peace
,내가 건강에 문제가 없어서 편안해.,peace
,모아둔 돈이 넉넉해서 여행을 자주 가.,peace
,회사 일로 과중하게 스트레스가 쌓였지만 난 항상 느긋하지.,peace
,독립해서 산 지 오래되다 보니 늘 외로웠거든. 결혼하니까 항상 날 기다려주는 사람이 있다는 것에 집에 가는 것이 즐거워.,peace
,오랫동안 비염으로 고생했는데 친구가 소개해준 의사 덕분에 비염이 완치됐어.,peace
,주말에 아들하고 자전거 타러 갈 생각을 하니 마음이 편안하네.,peace
,이번 프로젝트의 어려움을 상사에게 털어놓았더니 일부분 수용해줘서 한시름 놓았어.,peace
,미리미리 일을 해놓은 덕분에 마감 시간에 쫓기지 않고 일을 마무리했어.,peace
,요즘 건강 관련한 방송이 참 많은 것 같아. 그래서 방송에 나오는 제품을 구입하곤 해.,peace
,얼마 전에 며느리가 손주를 낳아서 차를 한 대 선물해줬어. 너무 행복해.,peace
,남편이 이직했어.,peace
,기관지가 안 좋아 기관지염이 있는데 의사가 추천해준 차를 마셔서 기침이 줄어서 기분이 좋아.,peace
,요즘은 결혼은 필수가 아닌 것 같아. 나도 언젠가부터 연애하고 싶다는 생각이 사라졌어.,peace
,나 삼십 년 동안 꾸준히 저축해서 오천만 원을 모아서 너무 기뻐.,peace
,펀드매니저의 도움으로 자산을 안전하게 투자하였어. 그래서 마음이 편해졌어.,peace
,난 이미 진로를 정해놔서 마음이 편안해.,peace
,새로 이사온 윗집 청년이 떡을 가지고 와서 밝게 인사해서 기분이 좋았어.,peace
,요즘 건강 챙기려고 운동을 다니는데 몸이 가벼워진 느낌이 들어.,peace
,요즘 사업이 잘 되는 것 같아 기분이 좋아.,peace
,요즘 부부관계가 편안해.,peace
,회사에 새로운 직원이 들어왔는데 정말 만족스러워.,peace
,새로 옮긴 부서의 근무시간이 유연해 갑자기 일이 생겨도 문제가 없어 더 편하고 좋아.,peace
,어제 연봉협상을 했는데 한시름 놓았어.,peace
,이제는 나이가 있어선지 사람들 대하는 게 난 한결 편해진 거 같아.,peace
,지난 학기에 비해 성적이 올라서 너무 뿌듯해.,peace
,숙제를 미리미리 해놓으니까 시간에 안 쫓기게 돼서 좋아.,peace
,고 일 때 학교폭력을 당한 후 트라우마가 생겼는데 꾸준히 상담치료를 받아서 이젠 트라우마가 없어진 거 같아.,peace
,사랑하는 그이와 결혼 할 수 있을 것 같아. 부모님께서 곧 결혼을 허락하실 것 같아 행복해.,peace
,이번 시험만 잘 보면 무난하게 일 등급 받을 수 있을 것 같아.,peace
,아들에게 내가 평생 운영하던 사업을 물려주고 지금 편안히 생활을 하는 중이야.,peace
,주말에 가족끼리 여행 가기로 했어. 매우 기대돼.,peace
,이번에 좋은 회사에 취직했어!,peace
,나는 정말 운이 좋은 사람 같아.,peace
,매번 하는 건강검진에서 난 아무 문제가 없다고 하니 아주 기분이 좋군.,peace
,이제 경제적으로 여유가 생겨서 가계부 쓸 때 맘이 좀 편해.,peace
,형이 이번에 태권도 선수가 됐는데 금메달을 수상했어. 그래서 나도 기뻐.,peace
,내가 취업에 실패해 울고 있는데 친구가 나를 안아주면서 기운 내라고 말해줬어. 큰 위안이 되었어.,peace
,회사를 그만두고 준비한 공무원 시험에서 만족스러운 성적을 냈어.,peace
,요즘은 아이들보다 집사람과 함께 있으면 편안해.,peace
,더 이상 갚을 돈이 없다는 사실에 너무 기뻐.,peace
,회사에서 너무 우유부단하다고 사람들이 나를 비난 하는 것 같아.,peace
,아 이번 시험?망했네.?그래도 아직 일학년이니까 성적을 올릴 시간은 많아.,peace
,친구들과 한강에 가서 치킨과 맥주를 마셔서 느긋하고 좋았어.,peace
,이직 성공해서 마음이 느긋해졌어.,peace
,다른 부서로 이동하기 전에 인수인계를 하는데 직원이 이해를 잘해서 수월했어. 기분이 좋아.,peace
,나는 우리 마을에서 존경받는 것이 아주 기뻐.,peace
,유비무환이란 건 내 노후준비 상황 말하는 데 딱 좋은 사자 성어 같아.,peace
,취업하고 싶은 직장을 정했어.,peace
,혹시 아플까봐 보험을 계약했더니 마음이 편해.,peace
,내게 어떤 어려움이 와도 이웃들이 곁에 있어서 괜찮아.,peace
,코로나로 인해서 바깥 생활이 제약을 받는데 그래도 친한 친구가 있어서 정말 다행이야.,peace
,난 일하는 데 있어서 스트레스가 없어.,peace
,자녀들이 불편한 아내를 위해 가사 도우미를 지원해줘서 생활이 그나마 편해졌어.,peace
,우리 가족은 사이가 좋아.,peace
,공부하면서 문득 나를 위로해주는 시를 읽었는데 마음이 편안해졌어.,peace
,나이가 들어 건강이 점점 안 좋아져서 걱정이었는데 우리 딸이 내 가게를 물려받겠다고 말하니까 안심이 돼.,peace
,노후준비를 끝냈어.,peace
,나 오늘 그토록 바라던 학생회장으로 당선되었어.,peace
,목감기가 걸렸었는데 이제 다 나아서 편안해졌어.,peace
,몸이 안 좋아 입원 중인데 어린 손자들이 병문안을 와서 애교도 부리고 말하는 걸 보니 아주 행복해.,peace
,어제 남자친구한테 결혼 이야기를 꺼내 봤는데 남자친구가 기대에 찬 눈빛으로 내 말을 들어주더라.,peace
,젊은이들 못지않게 힘이 팔팔해. 주변 사람들이 칭찬할 정도야.,peace
,오늘 오후에 팀장 급 이상 워크숍 간대. 한가한 오후가 될 거 같아.,peace
,일 재촉 안 하는 상사를 만나서 일처리가 정말 편해.,peace
,나의 장애를 인정해주고 도와주는 친구들과 같은 반이여서 난 참 행복해.,peace
,얼마 전부터 퇴근 후 운동을 하는데 체력이 많이 좋아져 업무에도 도움이 되고 있어.,peace
,올해는 풍년이라 수확량이 많을 것 같아서 기뻐.,peace
,엄마가 부당해고를 당했는데 내가 소송을 걸어서 엄마가 다시 복직하게 되었어.,peace
,곧 은퇴를 하는데 독신이라 이제 나만을 위해 살 걸 생각하니 마음이 편안해.,peace
,이번에 남자친구랑 여행을 가기로 했어.,peace
,우리 남편은 정말 좋은 남편이야. 항상 일찍 퇴근해서 아기에게 책을 읽어주고 있다니까.,peace
,오늘 기쁜 소식이 있어.,peace
,오늘 일 년 만에 사촌 누나를 만났어.,peace
,사학년이라서 그런지 주변 친구들이 하나둘 졸업 후 진로를 걱정하는 것 같아. ,peace
,우리 집은 서로 아끼고 사랑하며 지내고 있어.,peace
,항상 피곤하고 지친 느낌을 많이 받았는데 요즘 운동 시작하고 많이 좋아졌어.,peace
,모아 둔 돈도 있고 자녀들도 매월 지원해 주니까 나에게 손주들 선물해 주는 게 큰 낙이야.,peace
,전에는 김씨 할머니를 미워하고 질투해서 힘들었는데 요즘에는 편해져서 기뻐.,peace
,나는 이직한 지금 회사에 불만이 없어.,peace
,오늘 직장 상사에게 보너스도 받고 사람들 앞에서 축하도 받았어. 일을 지금까지 잘해온 것 같아 정말 기뻐.,peace
,요즘 남편하고 대화를 많이 해.,peace
,주말에 밖에 놀러 나가지 않고 그냥 남편이랑 집에 있는데도 그게 참 편해.,peace
,건강이 좋지 않은 편이지만 인명은 재천이라 생각하고 순리대로 받아들이고 있어.,peace
,오늘 내가 다니는 회사가 참 좋은 직장이라는 생각이 들었어.,peace
,그 선배가 졸업한 이후 혹시나 마주칠까봐 빨리 다니지 않아도 돼서 마음이 여유로워.,peace
,여름 휴가 때 가족과 함께 여행을 다녀올 수 있어서 기뻤어.,peace
,내가 치매 진단을 받아서 아들과 얘기해 보기로 했어.,peace
,오늘 아내와 여행을 갔어.,peace
,일찍 자고 일찍 일어났더니 공부할 때 마음이 한결 편안해.,peace
,내가 병에 걸렸는데 자식들이 서로 부양하겠다고 해서 기뻐.,peace
,얼마 전 새로 여자친구를 사귀게 됐어. 이전에 만났던 사람들과는 다르게 편안한 느낌이 들어.,peace
,나와 아내는 아이를 낳지 않고 느긋한 삶을 보내려 해서 기뻐.,peace
,직속 상사는 일관성이 있는 사람이라 신뢰가 가고 좋아.,peace
,이번에 들어간 회사에서 평생 함께하고 싶은 연인을 만났어.,peace
,오늘 내 동생이 결혼했어.,peace
,겨울에 할머니 댁에 갔을 때 아빠가 군고구마를 만들어주셔서 좋았어.,peace
,당뇨병 치료 때문에 집안이 기울었는데 이젠 안심해도 되겠네.,peace
,내가 배탈이 났는데 남편이 그 사실을 알자마자 죽을 끓여줬거든. 너무 행복했어.,peace
,연금만으로 이미 풍족하지만 또 다른 꿈을 도전하기 위해서 카페 운영을 시작해서 좋아.,peace
,드디어 꿈에 그리던 아이를 얻게 되었어.,peace
,이제 느긋하게 살아보려고. 중년인데 뭘 그렇게 애쓰면서 살겠어.,peace
,만성 질환이 있어도 경제적으로 넉넉하니까 난 계속 관리받아 오래오래 살 거야.,peace
,운동을 이렇게 꾸준히 해보기도 처음이야.,peace
,일자리를 구하느라 힘들었는데 드디어 구했어! 너무 기분이 좋아!,peace
,내가 실수해도 나를 도와줄 사수가 옆에 있어서 든든해.,peace
,입사 초반에는 인간관계가 힘들었는데 이제 좀 편안해진 것 같아.,peace
,나는 직장이 내 삶의 전부가 아니라고 생각해. 조금 더 여유를 가지고 삶과 일의 균형을 맞추고 싶어.,peace
,몸은 허약해도 친구들이 있어서 다행이야.,peace
,이번 소개팅에는 정말로 잘 맞는 사람을 소개받았어. 연락도 자주 해.,peace
,만나면 나를 배려해 줘서 편안해지는 친구가 있어.,peace
,퇴사 후 오랜만에 평화로운 하루를 보냈더니 너무 기분이 좋아.,peace
,나를 따돌렸던 친구들이랑 오해를 거의 다 푼 것 같아.,peace
,내 집을 마련해서 월세로 나가는 주거비가 줄어서 너무 좋아.,peace
,철없던 자식들이 집안 재정에 관심을 가진 것만으로도 난 만족해.,peace
,아파트 가격이 많이 올라서 너무 행복해!  조금만 더 오르면 좋겠어.,peace
,요즘 사회적으로 많이 침체되어 있는 거 알지?,peace
,의사가 내 우울증의 원인이 시선 의식이라기에 그러지 않으려고.,peace
,이제야 직장에서 자리를 잡은 것 같아.,peace
,며느리가 날 간병하게 돼서 모녀처럼 지내려고 노력 중이야.,peace
,여자친구랑 싸웠어.,peace
,이번 시험은 시간이 부족해서 빠르게 쓰다가 실수로 문제를 틀려서 속상했었어.,peace
,여자친구와 연애를?오래 했더니?여자친구가 세상에서?제일 편해.,peace
,지금까지 모아둔 돈으로 아내와 여행을 매주 가려고 준비 중이야. 정말 기대된다.,peace
,이사를 도와준 친구들과 쉬는 동안 자장면을 먹었어.,peace
,회사의 배려로 약속했던 날짜를 지켜 명예롭게 은퇴할 수 있었어.,peace
,딸이 언제나 사랑한다고 해 줘서 너무 기뻐.,peace
,얼마 전에 장거리 연애를 오랫동안 해왔던 친구 커플이 드디어 결혼했어.,peace
,오늘 건강검진을 받았는데 결과가 좋아서 기뻐.,peace
,세월이 얼마나 빠른지 벌써 나이가 이만큼 됐네. 은퇴할 시기도 다가오고.,peace
,나는 젊어서 열심히 저축했기 때문에 노후 준비를 따로 할 필요는 없는 것 같아 만족스러워.,peace
,노력한 만큼 성과를 얻을 수 있어서 만족스러워.,peace
,혼자만의 시간을 갖고 클래식을 들으니 기분이 좋아.,peace
,우리 가게 장사가 요즘 너무 잘돼서 매출에 대한 걱정이 없어서 기뻐.,peace
,예전에는 인간관계에 하나하나 상처받고 그랬는데 요새는 초연해진 것 같아. ,peace
,내가 가입한 보험사가 노후 상담까지 따로 도와주겠다고 해서 기뻐.,peace
,결혼에 대해 느긋하게 생각해.,peace
,이번에 회사에서 보너스를 생각보다 많이 받아서 너무 행복해.,peace
,이제 과장이 되니 회사 다닐 만한 것 같아.,peace
,대학수학능력시험을 잘 봐서 서울대에 지원했어.,peace
,회사 근처로 이사했는데 출근이 이십 분밖에 안 걸려서 너무 좋아.,peace
,나는 주식을 성공해서 돈이 생겼어.,peace
,이십 년 경력을 이제 마무리하려고 해. 애들도 다 컸고 이제 나도 내 생활을 하고 싶거든.,peace
,나는 건강에 자신 있어.,peace
,대출도 없고 모아둔 돈은 병원비와 생활비로 쓸 수 있다니 마음이 편하네.,peace
,엄마는 아빠가 가끔 느려서 답답하다지만 난 아빠의 그런 점이 참 좋아.,peace
,앞집 사장님이 이자에 대한 부담을 주지 않고 돈을 빌려줘서 다행이야.,peace
,나 오늘 남자친구에게 큰 위로를 받았어.,peace
,인턴 생활이 드디어 끝났어! 정직원이 되고 나니 조급한 마음이 사라졌어.,peace
,나 이번 인사고과에서 잘 봤는지 승진하게 됐어.,peace
,지금 직장 정말 일도 재밌고 사람들도 좋아서 만족스러워.,peace
,노후엔 걱정 없이 살겠는걸?,peace
,아빠는 주말마다 맛있는 요리를 해주셔서 너무 좋아.,peace
,친구들이 자꾸 소소하게 선물을 챙겨주는데 기분이 좋아.,peace
,이번 시험은 쉬워서 마음이 편해.,peace
,학교폭력위원회에서 내린 격리 결정으로 더 이상 가해자를 볼 일이 없어 마음이 편해.,peace
,난 요즘 일상이 편안하단다. 너도 그렇니?,peace
,수업시간에 한 번도 졸지 않고 오늘은 집중해서 수업을 들어서 만족스러워.,peace
,나는 엄마가 매일 밥을 챙겨 줘서 너무 좋아.,peace
,요즘 직원들이 내 말도 잘 들어주고 완전 잘해줘.,peace
,나이가 들어도 돈이 많아서 좋다.,peace
,이번 면접 준비를 오랫동안 해서 매우 느긋해. 연습한 대로 면접 보면 취업할 수 있을 것 같아.,peace
,남자친구가 내가 준 지갑이 맘에 든다면서 계속 가지고 다녀 줘.,peace
,비록 혼자 살고 있지만 경제적으로 여유로워서 만성 질환에 걸려도 괜찮을 것 같아.,peace
,병 때문에 가게를 그만두지만 위치가 좋아서 만족한 금액을 받고 팔아서 기뻐.,peace
,나 꿈을 찾았어! 그래서 좋아.,peace
,아들이 취업을 하고 나니 마음이 느긋해진 것 같아.,peace
,손발이 잘 맞는 팀원들과 일을 하게 되어서 기뻐.,peace
,오늘 병원을 갔다 왔더니 딸이 미역국을 끓여줬는데 정말 맛있었어.,peace
,재산 관리를 전문가에게 맡기니깐 마음이 편해졌어.,peace
,아내 퇴원 일주년 맞이해 캠핑을 가고 있어.,peace
,이제는 아이들도 다 키워서 시집 장가 보냈으니 여행을 좀 다녀보고 싶어.,peace
,주식을 삼십 년 넣어놨더니 나는 노후 준비 끝났어.,peace
,후배가 노후준비를 묻길래 알려주었지.,peace
,요즘 전세 구하기가 하늘의 별 따기라는데 나는 그래도 내 집이 있어서 요즘 정말 든든해.,peace
